C,Mn,Si,Cr,Ni,Mo,Log_Tau_Ferrite,Log_Tau_Pearlite,Log_Tau_Bainite
0.782,0.68,0.342,1.495,0.222,4.427,1.564,1.36,2.99
0.158,0.146,1.09,4.202,2.938,0.453,0.316,0.292,8.404
1.048,0.939,0.647,3.021,3.31,1.118,2.096,1.878,6.042
0.702,1.034,1.236,0.613,0.71,1.479,1.404,2.068,1.226
1.298,0.408,0.522,2.664,3.069,1.686,2.596,0.816,5.328
0.814,0.111,0.95,2.117,3.9,4.897,1.628,0.222,4.234
1.094,0.108,0.369,0.35,3.457,4.186,2.188,0.216,0.7
0.397,0.703,0.782,2.297,3.41,2.144,0.794,1.406,4.594
1.015,0.296,0.678,1.039,3.016,3.188,2.03,0.592,2.078
0.919,0.491,0.658,4.541,0.635,2.751,1.838,0.982,9.082
0.16,1.419,1.323,4.368,0.469,4.643,0.32,2.838,8.736
0.214,0.446,0.594,4.285,4.567,3.618,0.428,0.892,8.57
0.584,1.285,0.106,1.763,3.088,3.162,1.168,2.57,3.526
0.299,0.647,0.988,0.02,3.217,4.632,0.598,1.294,0.04
1.074,0.284,0.685,0.783,0.817,1.946,2.148,0.568,1.566
1.428,0.157,0.242,2.302,1.283,4.426,2.856,0.314,4.604
0.304,0.532,0.765,2.381,3.768,3.494,0.608,1.064,4.762
1.314,1.03,1.144,3.116,1.954,4.948,2.628,2.06,6.232
0.779,1.286,1.076,4.018,0.463,1.433,1.558,2.572,8.036
1.006,0.952,1.067,4.761,2.935,2.156,2.012,1.904,9.522
1.352,0.906,1.287,2.37,0.284,0.202,2.704,1.812,4.74
0.364,1.425,0.617,0.58,4.046,3.713,0.728,2.85,1.16
0.964,0.612,0.279,0.114,0.635,3.659,1.928,1.224,0.228
0.427,1.211,0.952,0.413,0.279,3.387,0.854,2.422,0.826
1.362,0.908,1.138,1.258,1.717,3.575,2.724,1.816,2.516
0.21,0.724,1.241,2.301,3.844,4.203,0.42,1.448,4.602
1.288,1.151,0.863,4.918,4.045,3.329,2.576,2.302,9.836
0.933,0.816,1.233,2.93,4.255,1.524,1.866,1.632,5.86
0.138,0.703,0.235,3.777,1.967,0.319,0.276,1.406,7.554
0.606,0.91,0.729,0.111,1.255,1.401,1.212,1.82,0.222
1.258,1.279,1.091,0.765,3.293,2.073,2.516,2.558,1.53
0.99,1.441,1.077,2.513,4.951,2.199,1.98,2.882,5.026
0.536,1.076,1.161,3.306,0.996,0.858,1.072,2.152,6.612
0.862,0.611,0.738,1.663,3.896,0.966,1.724,1.222,3.326
1.445,0.22,0.919,2.505,0.225,0.859,2.89,0.44,5.01
0.374,1.202,0.628,0.961,0.741,3.799,0.748,2.404,1.922
0.251,0.38,0.961,0.299,2.509,3.214,0.502,0.76,0.598
0.327,0.88,1.284,4.613,4.927,2.265,0.654,1.76,9.226
0.179,1.08,0.12,3.386,4.345,4.305,0.358,2.16,6.772
0.66,1.076,0.638,2.793,1.801,1.871,1.32,2.152,5.586
1.494,0.942,1.22,4.944,1.331,2.405,2.988,1.884,9.888
0.367,0.886,1.367,3.882,4.515,1.023,0.734,1.772,7.764
0.225,1.106,1.459,2.468,2.431,3.084,0.45,2.212,4.936
0.641,1.298,1.486,0.323,0.944,3.697,1.282,2.596,0.646
0.68,1.038,0.443,2.523,0.395,3.417,1.36,2.076,5.046
0.894,0.121,0.339,0.492,0.582,4.155,1.788,0.242,0.984
0.269,1.254,0.883,3.199,3.145,4.297,0.538,2.508,6.398
0.491,0.102,0.294,3.425,1.192,4.805,0.982,0.204,6.85
0.616,1.465,0.578,3.87,1.644,0.806,1.232,2.93,7.74
0.12,0.803,0.597,1.498,1.569,1.408,0.24,1.606,2.996
0.57,0.559,1.326,3.544,2.757,4.485,1.14,1.118,7.088
0.378,0.463,1.225,0.716,3.367,3.094,0.756,0.926,1.432
1.201,1.113,0.151,2.81,0.03,2.378,2.402,2.226,5.62
0.434,0.754,1.116,3.826,3.593,0.655,0.868,1.508,7.652
1.279,0.645,0.113,2.722,4.905,0.64,2.558,1.29,5.444
1.479,0.202,0.256,4.943,4.537,3.173,2.958,0.404,9.886
0.989,1.329,1.104,2.248,3.031,2.578,1.978,2.658,4.496
0.39,1.248,0.531,4.065,2.008,4.07,0.78,2.496,8.13
0.828,1.037,0.591,3.588,4.472,2.659,1.656,2.074,7.176
0.963,1.09,1.399,3.622,3.683,3.907,1.926,2.18,7.244
0.882,0.104,0.599,1.471,0.229,0.81,1.764,0.208,2.942
0.122,0.861,0.631,4.273,0.683,3.65,0.244,1.722,8.546
1.406,1.254,0.902,4.731,0.922,2.397,2.812,2.508,9.462
1.312,1.486,1.026,4.58,2.001,0.222,2.624,2.972,9.16
0.712,1.008,0.783,1.177,2.475,3.075,1.424,2.016,2.354
0.605,0.869,0.406,1.182,4.615,3.975,1.21,1.738,2.364
0.817,1.269,1.186,0.769,3.955,2.825,1.634,2.538,1.538
1.256,0.567,0.374,2.676,0.1,1.409,2.512,1.134,5.352
0.343,0.416,0.739,1.227,4.12,0.986,0.686,0.832,2.454
0.457,0.368,1.048,4.996,4.458,0.916,0.914,0.736,9.992
0.393,0.253,1.354,1.174,3.415,3.792,0.786,0.506,2.348
0.554,0.226,1.039,0.353,1.767,2.499,1.108,0.452,0.706
0.826,0.266,0.465,3.853,4.732,0.199,1.652,0.532,7.706
0.588,0.29,0.159,3.533,3.624,0.773,1.176,0.58,7.066
0.396,1.126,0.44,0.186,0.236,0.607,0.792,2.252,0.372
0.445,0.259,0.562,3.211,4.31,1.591,0.89,0.518,6.422
1.166,0.309,0.695,4.486,4.577,2.654,2.332,0.618,8.972
0.223,1.319,1.168,2.828,4.531,1.846,0.446,2.638,5.656
0.669,1.202,0.495,3.201,3.168,2.323,1.338,2.404,6.402
0.595,1.238,1.032,2.944,4.845,2.757,1.19,2.476,5.888
1.158,1.086,1.368,3.827,2.246,4.605,2.316,2.172,7.654
0.378,1.461,0.697,3.662,3.165,0.515,0.756,2.922,7.324
0.49,0.374,1.42,3.127,0.855,3.126,0.98,0.748,6.254
0.525,1.185,0.642,2.333,1.037,3.154,1.05,2.37,4.666
1.007,0.993,1.449,3.686,3.1,1.342,2.014,1.986,7.372
1.318,1.212,0.759,4.109,3.12,4.542,2.636,2.424,8.218
1.414,1.059,0.789,3.496,3.934,3.657,2.828,2.118,6.992
1.197,0.245,0.985,0.665,3.329,3.729,2.394,0.49,1.33
0.679,0.389,0.767,0.058,1.832,1.565,1.358,0.778,0.116
0.808,0.917,0.693,1.632,1.031,4.191,1.616,1.834,3.264
1.089,0.747,1.168,1.672,4.551,1.429,2.178,1.494,3.344
0.992,0.538,1.101,0.645,0.493,3.093,1.984,1.076,1.29
1.061,1.094,0.788,3.142,4.697,0.011,2.122,2.188,6.284
1.309,0.945,0.889,4.72,3.578,2.389,2.618,1.89,9.44
0.145,1.396,1.037,0.827,1.619,0.739,0.29,2.792,1.654
0.266,0.535,0.825,4.148,4.614,1.148,0.532,1.07,8.296
0.772,0.747,0.84,3.649,0.127,2.772,1.544,1.494,7.298
1.14,0.323,1.491,3.745,3.979,3.234,2.28,0.646,7.49
0.33,0.446,0.909,0.823,1.444,4.439,0.66,0.892,1.646
1.282,0.498,0.532,3.412,2.169,3.461,2.564,0.996,6.824
0.29,1.389,1.167,2.401,3.423,2.398,0.58,2.778,4.802
1.381,0.637,0.185,0.337,1.728,0.364,2.762,1.274,0.674
1.325,0.524,1.452,4.705,4.028,3.943,2.65,1.048,9.41
0.58,1.073,0.833,2.794,2.845,2.518,1.16,2.146,5.588
0.174,0.781,0.962,3.007,2.855,1.82,0.348,1.562,6.014
1.086,0.469,0.887,4.097,0.298,3.094,2.172,0.938,8.194
1.398,0.948,1.404,0.123,1.17,3.163,2.796,1.896,0.246
0.931,0.872,1.09,2.502,0.068,2.575,1.862,1.744,5.004
0.141,0.319,0.535,0.478,2.014,3.461,0.282,0.638,0.956
1.003,0.833,0.39,3.684,1.138,0.335,2.006,1.666,7.368
1.076,0.414,0.288,0.26,4.643,2.306,2.152,0.828,0.52
0.954,1.038,0.535,3.148,3.653,2.241,1.908,2.076,6.296
0.481,1.32,1.189,3.332,4.105,3.892,0.962,2.64,6.664
0.56,1.269,0.222,1.648,4.886,1.52,1.12,2.538,3.296
0.573,0.56,1.055,4.825,4.344,1.026,1.146,1.12,9.65
1.284,0.78,1.088,1.462,0.471,2.433,2.568,1.56,2.924
0.448,0.599,0.728,4.278,0.49,2.976,0.896,1.198,8.556
0.668,0.455,1.489,1.664,2.332,1.98,1.336,0.91,3.328
1.247,0.634,0.476,3.656,1.949,3.313,2.494,1.268,7.312
1.183,0.637,0.165,3.716,0.768,4.643,2.366,1.274,7.432
0.801,1.034,0.866,1.698,3.796,2.174,1.602,2.068,3.396
1.418,0.37,0.867,2.913,0.711,1.948,2.836,0.74,5.826
0.498,1.147,0.132,3.809,2.764,1.04,0.996,2.294,7.618
0.651,1.384,1.43,0.971,4.702,0.132,1.302,2.768,1.942
0.84,0.614,1.272,4.617,2.877,4.112,1.68,1.228,9.234
0.44,1.464,1.106,4.754,1.331,0.498,0.88,2.928,9.508
0.376,0.614,0.147,0.743,1.264,0.184,0.752,1.228,1.486
1.298,0.808,1.14,4.812,3.728,0.745,2.596,1.616,9.624
1.004,0.695,1.026,4.135,4.782,2.276,2.008,1.39,8.27
1.326,0.37,0.804,3.019,2.242,0.964,2.652,0.74,6.038
0.522,0.912,0.687,0.273,0.341,2.545,1.044,1.824,0.546
1.361,0.485,0.574,1.497,2.805,0.906,2.722,0.97,2.994
0.651,0.598,1.367,0.06,1.626,1.651,1.302,1.196,0.12
0.599,0.381,1.1,3.334,4.623,4.748,1.198,0.762,6.668
0.974,0.523,1.229,0.11,1.164,1.037,1.948,1.046,0.22
0.351,1.492,1.229,2.076,1.676,4.605,0.702,2.984,4.152
0.848,1.018,0.909,0.871,2.014,0.3,1.696,2.036,1.742
0.943,1.451,0.2,3.927,0.327,1.749,1.886,2.902,7.854
0.635,1.33,0.751,3.851,2.964,0.776,1.27,2.66,7.702
1.147,0.871,0.691,0.558,0.105,3.49,2.294,1.742,1.116
1.286,1.113,1.492,1.784,4.321,2.865,2.572,2.226,3.568
0.381,0.138,1.297,1.185,1.896,2.232,0.762,0.276,2.37
0.901,0.142,0.494,1.103,1.312,2.416,1.802,0.284,2.206
0.834,0.119,0.983,2.933,2.854,1.07,1.668,0.238,5.866
0.748,0.836,1.35,0.065,1.472,0.855,1.496,1.672,0.13
0.431,1.447,1.039,2.891,1.22,1.388,0.862,2.894,5.782
0.158,1.278,0.382,1.342,0.564,2.602,0.316,2.556,2.684
1.471,0.471,0.18,0.582,2.034,2.695,2.942,0.942,1.164
0.279,0.887,1.148,3.558,4.749,0.215,0.558,1.774,7.116
1.036,0.226,0.265,3.271,4.511,2.516,2.072,0.452,6.542
0.387,1.331,0.797,3.574,2.255,0.984,0.774,2.662,7.148
0.597,0.806,1.003,0.05,1.657,3.715,1.194,1.612,0.1
1.395,0.651,0.395,4.661,3.106,0.073,2.79,1.302,9.322
1.243,0.61,0.149,4.331,3.171,2.456,2.486,1.22,8.662
0.513,0.908,1.241,0.748,2.099,2.687,1.026,1.816,1.496
0.744,0.218,0.623,2.43,4.741,3.127,1.488,0.436,4.86
1.453,1.24,0.861,3.652,3.49,4.628,2.906,2.48,7.304
0.49,0.915,0.128,4.87,4.492,3.441,0.98,1.83,9.74
0.537,0.315,1.141,1.346,1.323,3.168,1.074,0.63,2.692
0.515,0.862,1.201,4.801,0.445,4.091,1.03,1.724,9.602
0.729,1.411,0.163,3.866,2.206,4.049,1.458,2.822,7.732
1.09,0.514,0.332,2.183,0.133,0.998,2.18,1.028,4.366
1.014,0.275,0.188,0.982,0.951,1.05,2.028,0.55,1.964
0.872,1.039,0.732,1.389,3.796,1.613,1.744,2.078,2.778
1.329,0.221,0.879,2.411,0.657,2.783,2.658,0.442,4.822
0.248,0.803,0.486,3.551,2.254,1.692,0.496,1.606,7.102
0.128,1.372,0.378,4.803,4.191,3.337,0.256,2.744,9.606
1.152,0.274,0.493,3.113,4.534,4.335,2.304,0.548,6.226
1.481,0.415,1.308,2.904,3.278,0.153,2.962,0.83,5.808
1.471,0.244,0.77,3.623,2.481,2.526,2.942,0.488,7.246
1.101,0.293,0.988,1.675,3.987,1.486,2.202,0.586,3.35
0.536,0.539,0.196,1.814,2.866,2.567,1.072,1.078,3.628
0.541,1.152,0.12,0.901,3.841,4.394,1.082,2.304,1.802
1.159,0.704,0.379,4.086,1.23,3.133,2.318,1.408,8.172
0.662,0.263,1.085,4.953,0.276,2.814,1.324,0.526,9.906
0.811,1.16,0.985,1.0,2.698,0.013,1.622,2.32,2.0
1.077,1.159,1.258,2.194,0.978,3.303,2.154,2.318,4.388
0.26,1.267,1.354,2.021,3.476,1.056,0.52,2.534,4.042
0.276,1.069,0.204,1.513,4.776,3.515,0.552,2.138,3.026
0.952,0.124,1.303,3.98,2.089,0.733,1.904,0.248,7.96
0.725,0.565,1.482,1.597,0.901,4.24,1.45,1.13,3.194
0.484,0.125,0.648,0.989,2.247,0.775,0.968,0.25,1.978
1.485,0.488,0.832,4.554,1.811,3.748,2.97,0.976,9.108
0.83,1.12,0.178,4.331,3.183,3.037,1.66,2.24,8.662
1.297,0.196,0.873,3.66,3.13,3.794,2.594,0.392,7.32
1.191,1.058,1.097,1.292,2.182,4.744,2.382,2.116,2.584
0.146,0.701,0.251,2.273,2.593,1.799,0.292,1.402,4.546
1.4,0.236,0.819,1.515,4.968,3.601,2.8,0.472,3.03
0.441,1.452,0.208,4.171,4.709,4.048,0.882,2.904,8.342
0.231,0.958,0.443,2.278,2.026,0.176,0.462,1.916,4.556
0.283,0.545,1.337,2.806,0.214,1.389,0.566,1.09,5.612
0.834,0.61,0.89,4.784,0.334,1.508,1.668,1.22,9.568
1.294,1.054,0.944,0.805,0.728,4.751,2.588,2.108,1.61
0.924,1.128,0.295,4.707,1.768,1.451,1.848,2.256,9.414
0.193,1.382,1.305,2.168,3.499,1.881,0.386,2.764,4.336
1.363,0.351,1.284,1.579,4.433,2.255,2.726,0.702,3.158
0.715,0.617,1.422,0.411,4.06,0.267,1.43,1.234,0.822
0.113,0.306,0.304,2.942,4.198,4.083,0.226,0.612,5.884
0.157,0.87,0.86,3.821,2.831,4.284,0.314,1.74,7.642
1.494,1.013,0.609,1.433,1.513,4.571,2.988,2.026,2.866
0.896,0.307,0.525,0.3,1.443,2.723,1.792,0.614,0.6
1.014,1.06,1.277,4.483,0.034,1.977,2.028,2.12,8.966
0.568,0.998,0.384,4.21,4.757,3.226,1.136,1.996,8.42
0.538,0.339,1.205,1.407,1.923,2.159,1.076,0.678,2.814
0.128,1.314,1.426,4.148,1.574,3.08,0.256,2.628,8.296
0.694,0.281,1.479,4.923,1.134,3.631,1.388,0.562,9.846
0.902,0.623,0.951,0.537,2.721,2.036,1.804,1.246,1.074
1.098,0.71,0.679,1.412,1.193,1.086,2.196,1.42,2.824
1.411,1.211,0.854,3.917,0.65,0.714,2.822,2.422,7.834
0.656,0.914,0.938,0.371,4.901,1.528,1.312,1.828,0.742
1.308,0.173,0.686,0.385,0.332,3.439,2.616,0.346,0.77
1.465,0.644,0.703,3.759,4.601,2.821,2.93,1.288,7.518
0.984,0.965,0.145,1.06,0.764,4.666,1.968,1.93,2.12
0.52,1.177,0.946,2.069,0.757,4.06,1.04,2.354,4.138
1.126,0.867,1.138,3.967,4.75,3.514,2.252,1.734,7.934
0.725,0.401,0.188,2.06,2.643,2.519,1.45,0.802,4.12
1.296,0.723,0.705,0.985,0.712,3.687,2.592,1.446,1.97
0.207,0.355,0.621,2.646,2.002,4.617,0.414,0.71,5.292
0.25,1.101,0.123,4.562,4.14,0.524,0.5,2.202,9.124
1.157,1.475,0.453,4.119,4.229,1.726,2.314,2.95,8.238
0.695,0.561,0.765,2.183,0.516,2.685,1.39,1.122,4.366
0.903,0.253,1.181,0.042,3.626,3.474,1.806,0.506,0.084
0.658,0.669,1.423,2.186,4.218,1.503,1.316,1.338,4.372
0.723,0.147,0.275,1.979,1.016,3.717,1.446,0.294,3.958
0.612,1.145,1.183,4.543,1.741,4.245,1.224,2.29,9.086
1.262,1.249,1.484,1.686,2.107,1.313,2.524,2.498,3.372
0.854,0.755,0.376,1.684,3.882,4.31,1.708,1.51,3.368
0.767,0.225,0.896,2.802,2.563,4.592,1.534,0.45,5.604
1.114,0.919,1.32,2.101,2.934,1.296,2.228,1.838,4.202
0.533,1.185,0.153,1.291,4.478,0.067,1.066,2.37,2.582
1.354,0.675,0.107,2.615,1.689,4.337,2.708,1.35,5.23
0.294,0.996,1.258,1.103,4.788,1.481,0.588,1.992,2.206
0.133,0.464,0.763,2.216,2.081,4.547,0.266,0.928,4.432
0.54,1.23,0.228,0.081,3.951,3.329,1.08,2.46,0.162
0.31,1.044,1.175,1.182,1.768,2.257,0.62,2.088,2.364
0.969,0.149,0.764,2.768,3.22,4.996,1.938,0.298,5.536
0.817,0.785,1.205,3.489,3.135,3.598,1.634,1.57,6.978
0.152,0.391,0.97,0.139,2.123,4.797,0.304,0.782,0.278
0.478,0.419,0.69,2.217,2.988,2.883,0.956,0.838,4.434
1.177,0.855,0.804,2.225,1.444,3.9,2.354,1.71,4.45
0.391,0.64,1.381,0.265,3.957,3.571,0.782,1.28,0.53
0.808,1.373,0.89,2.776,2.266,1.982,1.616,2.746,5.552
1.007,0.297,0.843,4.569,3.298,2.012,2.014,0.594,9.138
0.394,1.211,1.281,3.341,3.688,4.623,0.788,2.422,6.682
1.358,0.983,0.151,1.343,2.766,0.009,2.716,1.966,2.686
1.047,0.796,0.156,1.479,4.623,3.442,2.094,1.592,2.958
0.909,0.364,1.167,0.037,1.531,3.605,1.818,0.728,0.074
0.585,1.232,0.812,1.944,1.239,1.647,1.17,2.464,3.888
1.462,0.291,0.513,1.256,2.746,1.92,2.924,0.582,2.512
1.1,0.698,1.291,1.236,1.49,1.937,2.2,1.396,2.472
0.707,1.354,1.449,2.303,3.52,2.636,1.414,2.708,4.606
1.148,0.282,1.229,2.105,2.748,4.629,2.296,0.564,4.21
1.267,0.824,0.81,4.972,1.7,2.111,2.534,1.648,9.944
0.106,0.675,0.974,3.774,2.748,1.757,0.212,1.35,7.548
0.35,0.617,0.958,0.61,1.917,3.369,0.7,1.234,1.22
0.435,1.375,0.931,3.366,2.523,3.486,0.87,2.75,6.732
0.856,0.154,0.778,0.089,1.978,0.973,1.712,0.308,0.178
1.489,0.123,0.733,3.773,4.944,1.97,2.978,0.246,7.546
1.026,0.698,0.951,1.568,4.035,2.13,2.052,1.396,3.136
1.233,0.989,1.096,2.704,4.051,0.73,2.466,1.978,5.408
0.209,0.769,0.823,2.85,3.352,2.764,0.418,1.538,5.7
0.113,0.353,0.275,0.832,0.051,4.947,0.226,0.706,1.664
1.131,1.018,1.415,1.035,4.569,0.815,2.262,2.036,2.07
0.988,0.612,0.674,2.628,3.759,0.505,1.976,1.224,5.256
1.34,1.341,1.263,2.974,4.007,0.653,2.68,2.682,5.948
0.407,0.733,0.475,2.824,4.382,2.041,0.814,1.466,5.648
1.408,0.727,0.133,3.824,3.177,0.999,2.816,1.454,7.648
0.105,0.455,0.978,1.248,4.218,4.744,0.21,0.91,2.496
0.391,0.353,1.058,1.813,1.812,0.466,0.782,0.706,3.626
0.984,0.991,0.333,0.572,3.976,2.806,1.968,1.982,1.144
1.003,0.941,1.061,3.084,4.933,3.727,2.006,1.882,6.168
0.464,1.47,0.341,3.623,0.496,1.546,0.928,2.94,7.246
1.435,1.215,1.374,0.243,4.99,4.987,2.87,2.43,0.486
0.36,0.361,1.07,0.108,1.429,3.876,0.72,0.722,0.216
1.457,0.518,1.069,1.447,4.018,0.878,2.914,1.036,2.894
1.218,1.178,1.106,0.379,2.412,0.18,2.436,2.356,0.758
0.685,1.308,1.139,1.703,1.287,4.206,1.37,2.616,3.406
0.479,1.346,0.95,0.898,0.656,3.536,0.958,2.692,1.796
0.682,1.274,0.165,3.528,2.437,1.778,1.364,2.548,7.056
0.114,1.466,1.338,0.024,4.413,2.143,0.228,2.932,0.048
1.109,0.502,0.249,4.563,1.487,2.381,2.218,1.004,9.126
0.734,1.16,0.366,1.492,2.027,2.485,1.468,2.32,2.984
0.22,0.248,1.049,4.482,3.499,3.16,0.44,0.496,8.964
0.823,0.543,0.109,3.842,0.123,4.293,1.646,1.086,7.684
0.584,0.837,0.372,0.246,0.67,0.177,1.168,1.674,0.492
0.153,0.732,1.444,0.709,2.623,0.415,0.306,1.464,1.418
0.73,0.356,0.46,4.739,1.213,3.806,1.46,0.712,9.478
0.556,0.154,1.249,4.891,2.227,4.489,1.112,0.308,9.782
1.206,1.119,0.428,2.395,4.149,2.19,2.412,2.238,4.79
0.72,0.257,1.446,2.708,2.325,2.824,1.44,0.514,5.416
1.434,0.539,1.159,1.881,1.164,2.362,2.868,1.078,3.762
0.473,1.343,0.79,0.537,3.306,2.761,0.946,2.686,1.074
0.589,0.863,0.323,3.606,4.05,1.573,1.178,1.726,7.212
1.047,1.264,1.456,4.339,0.579,4.86,2.094,2.528,8.678
0.955,1.437,1.442,2.833,2.909,2.528,1.91,2.874,5.666
0.131,0.18,1.453,2.795,2.713,0.735,0.262,0.36,5.59
0.366,0.715,0.909,1.989,1.913,2.822,0.732,1.43,3.978
0.309,0.106,0.748,1.938,1.94,4.128,0.618,0.212,3.876
0.88,0.679,1.393,1.2,3.495,2.402,1.76,1.358,2.4
0.859,0.779,0.798,2.271,4.333,4.397,1.718,1.558,4.542
0.309,0.665,0.273,0.868,2.556,2.107,0.618,1.33,1.736
0.407,0.268,0.608,1.566,1.83,1.295,0.814,0.536,3.132
0.667,1.157,0.835,2.548,1.816,1.875,1.334,2.314,5.096
1.052,0.615,1.444,0.157,0.601,2.302,2.104,1.23,0.314
1.391,1.408,1.159,1.021,3.403,4.634,2.782,2.816,2.042
0.502,0.926,0.42,3.557,0.732,2.88,1.004,1.852,7.114
0.415,0.674,0.746,3.566,2.598,0.997,0.83,1.348,7.132
0.391,0.161,0.573,4.345,3.128,0.471,0.782,0.322,8.69
1.09,0.814,0.652,4.83,2.054,0.549,2.18,1.628,9.66
0.499,1.269,1.24,1.784,4.223,1.615,0.998,2.538,3.568
1.341,0.308,0.138,1.38,2.089,3.273,2.682,0.616,2.76
0.304,1.226,0.973,1.908,2.024,0.021,0.608,2.452,3.816
0.767,0.866,1.442,2.566,3.507,0.269,1.534,1.732,5.132
1.191,0.135,1.421,1.878,2.501,1.817,2.382,0.27,3.756
0.781,0.989,1.317,1.255,3.224,2.281,1.562,1.978,2.51
0.373,0.735,0.636,3.487,3.536,1.163,0.746,1.47,6.974
1.304,0.859,0.19,0.232,1.907,3.526,2.608,1.718,0.464
0.917,0.913,0.936,0.254,3.309,4.283,1.834,1.826,0.508
1.125,0.359,1.471,2.134,1.503,3.292,2.25,0.718,4.268
1.182,0.284,1.083,3.152,0.358,0.554,2.364,0.568,6.304
1.371,1.163,1.016,0.223,1.453,3.676,2.742,2.326,0.446
0.105,0.46,1.044,1.674,2.195,2.318,0.21,0.92,3.348
0.606,0.454,0.355,2.621,2.156,4.485,1.212,0.908,5.242
1.336,1.084,1.02,2.52,4.082,0.731,2.672,2.168,5.04
0.457,1.422,1.48,0.959,0.161,2.655,0.914,2.844,1.918
0.351,1.238,1.378,4.043,3.845,1.275,0.702,2.476,8.086
1.079,0.579,0.342,4.809,4.017,4.59,2.158,1.158,9.618
1.365,0.306,0.479,3.118,3.922,4.234,2.73,0.612,6.236
0.997,0.791,1.336,4.665,0.442,4.473,1.994,1.582,9.33
1.071,0.685,1.098,1.929,1.405,1.57,2.142,1.37,3.858
0.364,1.418,1.421,1.487,3.159,0.022,0.728,2.836,2.974
1.289,1.165,1.183,4.314,0.346,0.146,2.578,2.33,8.628
1.217,0.997,0.812,2.624,4.664,1.087,2.434,1.994,5.248
1.007,1.176,1.139,0.505,3.266,2.821,2.014,2.352,1.01
0.495,0.369,0.116,0.377,4.854,3.718,0.99,0.738,0.754
1.438,0.924,1.154,4.109,0.749,0.033,2.876,1.848,8.218
0.28,1.29,1.101,3.722,4.618,3.635,0.56,2.58,7.444
1.247,0.442,1.408,1.801,2.046,4.257,2.494,0.884,3.602
1.13,0.268,1.15,1.603,3.052,4.467,2.26,0.536,3.206
0.859,1.39,1.187,1.097,4.797,4.552,1.718,2.78,2.194
0.552,0.553,0.126,3.227,0.644,0.863,1.104,1.106,6.454
1.15,0.812,0.738,0.537,3.185,0.591,2.3,1.624,1.074
0.733,1.394,0.66,4.57,2.778,1.216,1.466,2.788,9.14
1.033,0.424,0.346,0.496,2.465,3.909,2.066,0.848,0.992
0.135,0.384,1.187,0.075,2.292,4.577,0.27,0.768,0.15
0.797,1.044,0.935,3.689,1.571,1.126,1.594,2.088,7.378
0.681,0.683,0.465,1.826,0.402,2.753,1.362,1.366,3.652
0.383,0.427,0.401,2.156,4.468,2.495,0.766,0.854,4.312
1.329,1.484,0.128,4.764,2.195,4.345,2.658,2.968,9.528
0.109,0.849,1.121,3.363,3.683,4.554,0.218,1.698,6.726
1.166,0.807,0.64,2.457,2.88,0.839,2.332,1.614,4.914
0.137,0.534,0.748,0.134,3.612,0.361,0.274,1.068,0.268
1.24,1.062,1.331,0.515,0.225,3.824,2.48,2.124,1.03
0.202,1.112,0.477,2.63,2.922,3.013,0.404,2.224,5.26
1.231,0.396,1.063,4.285,0.401,2.071,2.462,0.792,8.57
1.3,1.282,1.062,4.872,4.372,0.765,2.6,2.564,9.744
1.386,0.869,0.312,3.22,1.813,1.921,2.772,1.738,6.44
0.452,1.403,0.88,2.729,0.433,2.665,0.904,2.806,5.458
1.349,1.222,0.118,3.032,4.879,0.849,2.698,2.444,6.064
0.716,0.169,0.233,4.589,0.805,1.306,1.432,0.338,9.178
0.554,0.625,0.128,3.166,1.379,4.257,1.108,1.25,6.332
1.299,0.329,0.569,1.946,1.116,4.03,2.598,0.658,3.892
0.134,0.651,1.047,1.875,1.927,0.025,0.268,1.302,3.75
0.446,0.193,0.793,1.836,4.081,0.422,0.892,0.386,3.672
1.418,1.001,0.157,3.17,4.794,2.395,2.836,2.002,6.34
1.173,0.8,1.076,0.061,3.155,1.79,2.346,1.6,0.122
0.742,1.1,0.767,1.793,0.334,4.621,1.484,2.2,3.586
0.317,1.029,0.31,1.668,2.192,2.638,0.634,2.058,3.336
0.678,1.296,1.073,2.603,2.508,3.018,1.356,2.592,5.206
0.201,0.37,0.741,2.475,3.853,1.316,0.402,0.74,4.95
1.467,1.287,1.438,2.784,3.619,1.42,2.934,2.574,5.568
1.456,0.935,1.42,3.127,0.994,2.814,2.912,1.87,6.254
0.792,1.424,1.317,3.217,2.808,0.091,1.584,2.848,6.434
0.52,0.583,0.122,4.297,3.673,0.029,1.04,1.166,8.594
1.156,0.767,0.265,1.774,0.602,3.482,2.312,1.534,3.548
1.459,1.035,0.671,1.188,1.679,3.06,2.918,2.07,2.376
1.045,0.734,0.24,2.139,1.493,1.85,2.09,1.468,4.278
0.236,0.478,1.456,3.905,1.973,0.484,0.472,0.956,7.81
0.18,0.628,0.951,4.491,0.721,0.955,0.36,1.256,8.982
1.037,0.432,1.09,3.733,0.563,0.09,2.074,0.864,7.466
1.402,0.475,1.333,4.856,3.771,3.782,2.804,0.95,9.712
0.501,1.323,0.918,0.926,1.743,0.108,1.002,2.646,1.852
0.11,1.311,0.486,3.649,4.978,3.291,0.22,2.622,7.298
0.621,1.207,0.897,2.271,1.723,3.28,1.242,2.414,4.542
0.402,1.133,0.298,0.179,4.048,0.047,0.804,2.266,0.358
0.438,0.928,0.572,3.281,4.471,4.535,0.876,1.856,6.562
0.591,0.91,1.205,4.292,1.017,0.649,1.182,1.82,8.584
